"","logFC","logCPM","F","PValue","FDR","Expression"
"MRPL1",0.309335283280818,3.40496275471219,1.45925316370516,0.241332033961726,0.492005588310381,"Not DE"
"AP1G1",-0.140044207087399,6.60497416501159,1.45911186720123,0.241354027905239,0.492005588310381,"Not DE"
"STX3",-0.167838565162449,5.68657052917763,1.45907394676548,0.241359930967717,0.492005588310381,"Not DE"
"PTEN",-0.230568553941383,5.52856424531912,1.45890458447854,0.24138629781557,0.492005588310381,"Not DE"
"ZP3",0.371400122544632,1.56223405368485,1.4580205527991,0.241523986941801,0.492218509087336,"Not DE"
"RPS17",0.266412433932073,1.92903249213372,1.45735634789081,0.241627504409774,0.492361740072407,"Not DE"
"VTI1BP1",0.504151377704083,0.899195432197603,1.45704826419833,0.241675539209217,0.492391890777795,"Not DE"
"POLG2",-0.296730244091595,2.16179954791585,1.4563280412444,0.241787880680236,0.492553034158005,"Not DE"
"UBTD1",0.255025477789536,5.94579215519197,1.4559908090603,0.241840505827646,0.492592500114224,"Not DE"
"TNNT1",0.478488825690059,1.39280615529362,1.45516382912586,0.241969618775658,0.492694322139311,"Not DE"
"RN7SL4P",1.10453435536142,0.879860121165383,1.45494143435048,0.242004355524501,0.492694322139311,"Not DE"
"AC092718",0.345687994693117,1.57671823095009,1.45493161974396,0.242005888656252,0.492694322139311,"Not DE"
"PLK4",0.529134080991026,0.556489676926702,1.45481868762441,0.242023530593207,0.492694322139311,"Not DE"
"PSRC1",0.260238552996852,2.73888584070448,1.45358310978461,0.242216657530452,0.493018933395969,"Not DE"
"MATR3",-0.210952216297628,7.42576734370598,1.45337280625737,0.24224954881796,0.493018933395969,"Not DE"
"AC073896",0.426854923547714,0.202369575224768,1.45090747728978,0.24263555437075,0.493723687593014,"Not DE"
"ATP5PO",0.303468691690833,4.55687092497261,1.45073561629404,0.242662492869228,0.493723687593014,"Not DE"
"SOD3",-0.729415263076211,2.10429405712457,1.44970340061757,0.242824369667683,0.493849682017317,"Not DE"
"B4GALT6",-0.214974843992974,3.2370759386295,1.44955645800666,0.242847425218036,0.493849682017317,"Not DE"
"BLMH",0.166799016412287,5.16256929932377,1.44954665665547,0.242848963167583,0.493849682017317,"Not DE"
"ZNF547",-0.350421386469398,1.37515590496889,1.44947735472525,0.242859837830406,0.493849682017317,"Not DE"
"GMDS",0.263002331844286,4.16676526880752,1.44927813788657,0.24289110187513,0.493849682017317,"Not DE"
"RPA1",-0.129186833731444,5.94280980263484,1.44899641955215,0.242935322143213,0.493871807634082,"Not DE"
"AC068522",0.456234666839038,0.195673455006571,1.44867581464629,0.242985658938829,0.493881736056622,"Not DE"
"COMMD8",-0.256291887473492,4.36253391066955,1.44844018851354,0.243022662170595,0.493881736056622,"Not DE"
"ECT2",-0.240311543796337,3.77624598694565,1.44808268433621,0.243078819289488,0.493881736056622,"Not DE"
"GOLGA8B",-0.327757004855235,4.08361951217512,1.44805295562994,0.243083489859549,0.493881736056622,"Not DE"
"SRP14",0.18130306585727,7.65481316709317,1.4478384611095,0.243117191756883,0.493881736056622,"Not DE"
"HSPA4L",-0.299376295319681,3.98602096936756,1.44769179964284,0.243140239034761,0.493881736056622,"Not DE"
"CAMK1D",-0.540471281915392,2.86431480649104,1.44731996412787,0.243198684184679,0.493932726557696,"Not DE"
"RPS25",0.22425904093045,8.28273579488474,1.44573114922786,0.243448618822612,0.494347436597858,"Not DE"
"HSPA1L",0.348231433666052,0.69895870548736,1.44551447230605,0.243482729725627,0.494347436597858,"Not DE"
"MTDH",-0.199312558770825,6.88078284457884,1.44538581596255,0.243502986691952,0.494347436597858,"Not DE"
"BFSP1",0.265532559886047,2.21253188242634,1.4444205091604,0.243655043913243,0.494588355786625,"Not DE"
"MRGPRF",-0.422826427961464,3.22735104490076,1.44416742204371,0.243694931043034,0.494601549317921,"Not DE"
"FAN1",-0.131148753116639,4.76429559146117,1.44338086502508,0.243818948164706,0.494785465494788,"Not DE"
"HK2",-0.290169679676796,5.61541036348943,1.44253002764048,0.243953192270478,0.4949874865218,"Not DE"
"GTF3C1",-0.17480922014488,7.03456626031846,1.44232645114757,0.243985326487254,0.4949874865218,"Not DE"
"KLC4",0.175145186650505,4.54612023229618,1.44116809687188,0.244168274981699,0.495290815497589,"Not DE"
"RSPO3",-0.817321818562969,2.13215960338166,1.44004417096937,0.244345955447216,0.495583376779171,"Not DE"
"UBN1",-0.120057541285365,6.03198669963597,1.43974408829835,0.244393423524717,0.495611796864498,"Not DE"
"FBXO21",0.141252106501179,5.22258103999974,1.43858199754387,0.244577359437752,0.495916917973016,"Not DE"
"BRPF1",0.151168346925275,4.47792077492324,1.43755102025332,0.244740692561688,0.496180186069365,"Not DE"
"SF3B1",-0.181676032913248,7.82017388833697,1.43712972338354,0.244807477338353,0.496197352850436,"Not DE"
"AC098590",0.519954055200068,0.962583152034977,1.4370326673972,0.244822866176993,0.496197352850436,"Not DE"
"GSKIP",-0.200558142515046,4.26372605144963,1.43686379110297,0.244849645560732,0.496197352850436,"Not DE"
"BAMBI",-0.380305721050762,6.3883053115925,1.43602375444614,0.244982909812203,0.496365420681135,"Not DE"
"IL27RA",0.281707802761744,3.43670401901268,1.43591863916168,0.244999592008942,0.496365420681135,"Not DE"
"PPIP5K2",-0.219566653600896,5.2804254752621,1.43537245425827,0.245086297294709,0.496382871594416,"Not DE"
"FOSL2",-0.206292806183983,7.02015945909775,1.43537158274039,0.245086435677386,0.496382871594416,"Not DE"
"ZYX",0.284702744555719,9.61329178104465,1.43523119273831,0.245108728615712,0.496382871594416,"Not DE"
"HERC6",-0.671303253631606,3.01801351881354,1.4340690380625,0.245293371323292,0.496660164910307,"Not DE"
"RCL1",0.162567595312203,3.37856855687016,1.4339474096729,0.245312705997618,0.496660164910307,"Not DE"
"PLK3",0.245398636254746,5.72389071153192,1.4330887784751,0.245449254537847,0.496868715048328,"Not DE"
"CENPO",0.184517395972157,3.99925829952881,1.43277199572384,0.245499657488577,0.496874633491244,"Not DE"
"CDC123",0.179674108009506,6.19938350097869,1.4323414297224,0.24556818584063,0.496874633491244,"Not DE"
"GPR89A",0.220340168784752,1.7580201897162,1.43178390636551,0.245656957351561,0.496874633491244,"Not DE"
"CCL28",-0.404451074267902,1.5124943144197,1.43164274407177,0.245679440469335,0.496874633491244,"Not DE"
"PPIF",0.291724934914777,6.39162247059866,1.43132300940852,0.245730374908375,0.496874633491244,"Not DE"
"MYL12AP1",-0.571285133727159,2.15153139832963,1.43089467477136,0.24579863098372,0.496874633491244,"Not DE"
"CCDC7",-0.424422279263974,0.382616344365281,1.43087693369716,0.245801458592476,0.496874633491244,"Not DE"
"RPL21P119",0.231478724071176,3.78616768315677,1.43059660567944,0.245846143435292,0.496874633491244,"Not DE"
"SLFN12",-0.220201183245543,4.43915586858889,1.43054709429411,0.245854036740941,0.496874633491244,"Not DE"
"TAOK1",-0.197376934104733,6.30456904895012,1.43041632764704,0.245874885666964,0.496874633491244,"Not DE"
"TMSB4XP8",-0.580383430615238,6.62651350404538,1.43034453041362,0.245886333712031,0.496874633491244,"Not DE"
"GREM1",-0.515805961162501,9.38648730977069,1.43033076635909,0.245888528464776,0.496874633491244,"Not DE"
"NATD1",0.246974915963473,5.27139012960932,1.43023895423599,0.245903169051795,0.496874633491244,"Not DE"
"AGO2",-0.140787126218946,5.01514520446402,1.43012243853091,0.245921750557432,0.496874633491244,"Not DE"
"SAMD14",0.256014402645436,3.40169751102389,1.42989169540393,0.245958554005505,0.49688122446987,"Not DE"
"SALL2",-0.342191149980932,4.36003957506736,1.42937309040999,0.246041297344467,0.49698060797122,"Not DE"
"ZNF510",-0.196117781886109,3.1259777362448,1.42847336653095,0.24618493364614,0.497136466492738,"Not DE"
"RRP15",0.2243230636591,3.91107780540272,1.42846934639042,0.246185575684537,0.497136466492738,"Not DE"
"TXNDC9",-0.242496409681743,4.95443361027581,1.42770487975044,0.246307704594932,0.49725162237341,"Not DE"
"PGM2L1",-0.360541697277117,4.45516666644868,1.42763875588883,0.246318272031637,0.49725162237341,"Not DE"
"STAU2",-0.187332228008205,4.8117490712222,1.42730306863645,0.24637192819334,0.49725162237341,"Not DE"
"KPNA5",-0.339414646861126,1.97717576886238,1.42679119588635,0.246453774936896,0.49725162237341,"Not DE"
"AL356276",-0.789268011859859,-0.328772989482398,1.42675327245357,0.246459840168019,0.49725162237341,"Not DE"
"RPAP2",0.225895310742067,4.20104665516494,1.42672404092832,0.246464515403003,0.49725162237341,"Not DE"
"TMEM38B",-0.217690364969939,3.68731600203042,1.42664244678159,0.246477566024568,0.49725162237341,"Not DE"
"NME4",0.304750225184731,7.16800863575182,1.42638154348911,0.246519302354285,0.49726810254308,"Not DE"
"FGD5-AS1",-0.172679743477515,5.93500568629447,1.42608089558522,0.246567407923841,0.497297424231965,"Not DE"
"SOX13",0.359468600840026,3.98781530501367,1.42574000552302,0.246621967202052,0.497339752536238,"Not DE"
"SDHA",0.202454197840737,3.52551275363289,1.42425156732009,0.246860374243731,0.497752767666616,"Not DE"
"MRPS9",0.220292279060112,4.09893548942442,1.42349947691993,0.246980952068666,0.497841299880059,"Not DE"
"TCF19",0.450827204061038,2.43242043644482,1.42348925372198,0.246982591613909,0.497841299880059,"Not DE"
"UQCRFS1",-0.184579739098393,5.68992407147666,1.42334891298367,0.247005100183504,0.497841299880059,"Not DE"
"XRCC6P1",-0.524608073880285,0.599417808936785,1.42258548471353,0.24712758929864,0.498020420061223,"Not DE"
"NRSN2-AS1",-0.252414811716322,2.048635392109,1.42196934895523,0.247226503294992,0.498151988548968,"Not DE"
"ZNF10",-0.300588575225595,2.1825998378432,1.42152582451448,0.247297738150983,0.498227756421687,"Not DE"
"LARP4B",-0.118970714677145,5.9225502834235,1.4207825670176,0.247417173046212,0.498380038023854,"Not DE"
"AC010878",-0.599005441932589,2.05857808582403,1.42063677773719,0.247440608860905,0.498380038023854,"Not DE"
"USPL1",-0.174574925328912,4.16629106577755,1.42029866673085,0.247494971715158,0.498421766039742,"Not DE"
"FMO5",-0.39327575260009,1.37305081710819,1.4199812120956,0.247546027445301,0.49845682351158,"Not DE"
"LBHD1",-0.334947520990206,1.12538245343719,1.41950796643605,0.247622164147948,0.498542367448723,"Not DE"
"SPRY3",-0.260497595905549,1.88477935233221,1.41863496957488,0.24776269327908,0.498757513009416,"Not DE"
"DDB1",0.199483627683822,9.07568418860903,1.41799205126355,0.247866252031942,0.498898187174075,"Not DE"
"PSMC3IP",0.45551346429847,1.93756128062113,1.41725228041258,0.247985480856413,0.499046733684837,"Not DE"
"CLPX",-0.174165945496468,4.65708805451292,1.41711615046382,0.24800742901227,0.499046733684837,"Not DE"
"CTIF",0.219703760342231,7.11592479851747,1.41688603915871,0.248044535457463,0.499053612422499,"Not DE"
"C1orf54",0.272889039931221,3.08394252208385,1.41565775024813,0.248242724185376,0.499306964089651,"Not DE"
"RAB27B",0.608053152613236,5.51107490939882,1.41564156924611,0.248245336417025,0.499306964089651,"Not DE"
"ATP10A",-0.530219902204248,3.39943456759318,1.41547905737073,0.248271574016766,0.499306964089651,"Not DE"
"RBM12B",-0.172605969893001,3.71639767827676,1.41519785335324,0.248316983001019,0.499321828819454,"Not DE"
"TLK1",-0.197023252644845,5.34447412270734,1.41490998566645,0.248363479196259,0.499321828819454,"Not DE"
"TRIM14",-0.45101483474324,3.75658558173005,1.41480720204603,0.248380083473103,0.499321828819454,"Not DE"
"SVIL",-0.22849333338632,6.60612754690098,1.4145405210892,0.248423171414112,0.499340686747443,"Not DE"
"INAFM2",-0.2114177706311,4.49329640769154,1.41346301510617,0.248597364020713,0.499515024436431,"Not DE"
"DPP3P2",0.700138829669164,0.00227686248745988,1.41341129385957,0.248605729405464,0.499515024436431,"Not DE"
"ZNF805",-0.27460907041309,1.87175625642858,1.41337832370685,0.248611062182382,0.499515024436431,"Not DE"
"DCAF6",-0.161554473830235,6.33811730494779,1.41285660749466,0.248695467237124,0.499616849966199,"Not DE"
"CDKAL1",-0.235121537622559,2.76967553219125,1.412176535944,0.248805547390205,0.499739494772268,"Not DE"
"TGFB1",0.283173185615074,6.84375631620445,1.41205767163358,0.248824793916405,0.499739494772268,"Not DE"
"PPP1R3E",0.263857999469374,2.22811641475623,1.41185435626816,0.248857719247673,0.499739494772268,"Not DE"
"ZIK1",-0.214456250009091,2.24578070814103,1.40969391787731,0.249207934782481,0.500310743008538,"Not DE"
"HIC2",0.359454212965757,2.31379071504188,1.40968284004733,0.249209732189821,0.500310743008538,"Not DE"
"LANCL2",-0.443540358898195,6.45088749823165,1.40895257328015,0.24932825703562,0.500478646856254,"Not DE"
"ASH2L",0.173599463617064,5.70638229614859,1.4087513133116,0.249360935091536,0.500478646856254,"Not DE"
"WASH8P",0.433494181525025,2.27074023292205,1.40719827535009,0.249613284884398,0.500917258504128,"Not DE"
"RECQL5",0.183396747415498,3.87561594072202,1.40667521268803,0.249698350839133,0.501020096076246,"Not DE"
"CCDC88B",0.462903791295392,1.09947621722983,1.40474732021043,0.250012210244311,0.501581918006395,"Not DE"
"BCL9L",0.313862169334153,7.4873436108118,1.40452273623718,0.250048805650385,0.501587407840867,"Not DE"
"YEATS4",-0.229374021369434,3.03264288761947,1.40385301239434,0.250157976818026,0.501738460409185,"Not DE"
"KLHL28",-0.323387455058441,3.12735198021139,1.40325313303829,0.250255815255948,0.501866745255397,"Not DE"
"MRPS28",0.253642583806181,2.08544238202032,1.40262602575568,0.250358147630176,0.502004006360777,"Not DE"
"ARHGAP42",-0.199094693987251,3.61886917882928,1.40218023057799,0.250430926261791,0.502079197460398,"Not DE"
"SLC5A6",-0.155848656209686,4.14943168885225,1.40198118079458,0.250463431161897,0.502079197460398,"Not DE"
"MYLIP",0.296397579998084,2.64738440433165,1.40132312263182,0.250570931315751,0.502226732040528,"Not DE"
"APOL2",-0.192407543728215,6.26375751720669,1.40018032469966,0.250757760888537,0.502533207494965,"Not DE"
"MGAT1",0.242595607317549,7.47768690535949,1.39995036785786,0.250795377107307,0.502540608206094,"Not DE"
"SYDE2",-0.326873790753769,1.9349267600836,1.39956725975743,0.250858062014771,0.502598232443443,"Not DE"
"CXorf56",0.179806280649484,3.73821818263687,1.39907251475687,0.250939043303115,0.50269249323764,"Not DE"
"SIM2",-1.60553204748064,3.72397691969041,1.41307747429668,0.251149316908866,0.502964322171797,"Not DE"
"ZNF276",0.286888557987851,3.94801109341262,1.39766712364595,0.251169267195847,0.502964322171797,"Not DE"
"BRD1",0.239433620113932,4.96615185940101,1.39753931747398,0.251190217357851,0.502964322171797,"Not DE"
"IGBP1",0.204907170600842,5.8147474305293,1.3974153197008,0.251210545413064,0.502964322171797,"Not DE"
"ARID3A",0.25492461887836,4.24422240395036,1.39671860887617,0.251324803175856,0.503040058424254,"Not DE"
"G3BP1",-0.14500500331298,7.27850977338298,1.39658894515119,0.251346074959729,0.503040058424254,"Not DE"
"NEDD8",0.195075617138104,6.2219098048324,1.39656353501988,0.251350243854214,0.503040058424254,"Not DE"
"HMGN1",0.155154436202323,6.68798270419191,1.39618916428831,0.25141167513327,0.503095036529011,"Not DE"
"PCIF1",0.181311609985866,4.61306800944595,1.39561099231605,0.251506586945536,0.503184262140053,"Not DE"
"EEF1AKNMT",0.12929364622171,5.52810865831613,1.39540338182434,0.251540679329186,0.503184262140053,"Not DE"
"IFT88",-0.288509019019049,2.60101568905828,1.39525681858178,0.251564750567116,0.503184262140053,"Not DE"
"HLA-F-AS1",-0.317255931421933,1.39099357762104,1.39509012828922,0.251592131070027,0.503184262140053,"Not DE"
"PTPRA",0.125134542928894,5.97035353428162,1.3944104247185,0.251703819124532,0.503339683654267,"Not DE"
"IL21R",0.55797959203656,1.87452371536611,1.39372206843719,0.25181699470696,0.503372705043824,"Not DE"
"BLM",0.535796461238214,0.244644611779542,1.39371536907606,0.251818096502565,0.503372705043824,"Not DE"
"MT1XP1",0.666840562061029,-0.0330278897997082,1.39368998905911,0.25182227062777,0.503372705043824,"Not DE"
"KDM2A",-0.120000621430229,6.56299643909047,1.39337037255172,0.251874844068937,0.503409867786998,"Not DE"
"NXT1",0.194109755432061,3.51480405591388,1.39312362636606,0.25191544089941,0.503423086669886,"Not DE"
"FNIP1",-0.177255134804462,5.01364140471124,1.39281790587232,0.251965752502686,0.503427884115556,"Not DE"
"ARIH1",-0.149551283876133,5.89047104396916,1.39269605955342,0.251985808067831,0.503427884115556,"Not DE"
"RCOR3",-0.254600401440305,4.37000794646156,1.39217993046768,0.252070784510976,0.50352974672945,"Not DE"
"COX19",0.2469304941662,3.78951633170805,1.39139793300982,0.252199605055756,0.503719151853307,"Not DE"
"ALDH7A1",0.20664607629061,5.24635202732599,1.39073580806374,0.252308745649094,0.503869204373912,"Not DE"
"ERP29",-0.157539780934288,6.84277176550959,1.39048455261417,0.252350177132067,0.503884017257641,"Not DE"
"CERS2",-0.14919749939441,7.27028766710268,1.38846907309256,0.252682845925584,0.504480280261671,"Not DE"
"ZBTB42",0.335893131541233,2.46712172745155,1.38823132690611,0.252722125197871,0.504490710508188,"Not DE"
"MED26",0.233908882369288,2.7721465164791,1.38758713782373,0.252828594943515,0.5045981308218,"Not DE"
"TNFRSF10C",-0.275057579006897,2.66461074513509,1.38749358848978,0.252844061366965,0.5045981308218,"Not DE"
"LRRFIP2",0.197124429487717,5.50888778803153,1.38677680881449,0.252962606757317,0.504766710197048,"Not DE"
"TMC3-AS1",0.336208421482717,1.92326554207565,1.38641402800617,0.253022633235812,0.504818490068057,"Not DE"
"GNA13",-0.201939478292089,5.60043977707079,1.38577367420572,0.253128632790585,0.504927491110651,"Not DE"
"TCN2",-0.293303522327701,3.45014213066731,1.38567220147854,0.253145435161253,0.504927491110651,"Not DE"
"TWF1P1",-0.647945862100655,2.1773304564993,1.38515479273892,0.253231132918485,0.505030425828545,"Not DE"
"AC006453",0.261378294840076,2.65318308386389,1.38464904789644,0.253314935311022,0.5051295533312,"Not DE"
"CEP350",-0.232652867365548,4.81165564013582,1.38432013333494,0.253369456142375,0.505162290779325,"Not DE"
"NR3C2",-0.296102470153932,3.59051235875901,1.38403494533894,0.253416741234067,0.505162290779325,"Not DE"
"RPL12P14",0.55922381918975,-0.0789041932630068,1.38393295927231,0.253433653643306,0.505162290779325,"Not DE"
"GLYR1",0.222899982437405,6.61615875467259,1.3837245057252,0.253468226190234,0.50516323190934,"Not DE"
"WDR45BP1",-0.593988561190786,1.49866179157731,1.38297032036183,0.253593361062103,0.505344639598331,"Not DE"
"GPR1",0.220983436860775,5.36950987301827,1.38084350551445,0.253946677120523,0.505980642214315,"Not DE"
"SLC35C1",0.219464659965474,6.08400321025603,1.37822111505928,0.254383203895037,0.50668435180676,"Not DE"
"DENND2A",-0.813099486915228,0.322572010613788,1.37818853270158,0.254388633747794,0.50668435180676,"Not DE"
"NR3C1",-0.163573040714076,6.20926113387182,1.37810550367206,0.254402471225778,0.50668435180676,"Not DE"
"TMEM9B",-0.144329833058572,5.26282389752557,1.37771478405308,0.254467601070705,0.506745939274288,"Not DE"
"INTS3",-0.160736339854703,5.94794321353254,1.37689266393487,0.25460471293159,0.506898510006465,"Not DE"
"SMOX",0.353121948035239,4.08493244629094,1.37665092987693,0.254645047266827,0.506898510006465,"Not DE"
"YBX1P1",0.36821972213431,4.32856306510478,1.37664001532485,0.254646868601871,0.506898510006465,"Not DE"
"PIP4K2B",-0.104362453568403,6.59061389612897,1.37626355884352,0.254709699109549,0.506930466490487,"Not DE"
"TERF1",0.155771552207266,3.84107575478971,1.37613379277918,0.25473136172237,0.506930466490487,"Not DE"
"FRMD8",0.333496491553604,5.26237285110853,1.37541919805177,0.254850696269141,0.507099827337953,"Not DE"
"ZMIZ1-AS1",-0.559290231882679,0.31968182229565,1.37473072504406,0.25496573754232,0.507260601121667,"Not DE"
"HDAC9",0.189819720005583,5.15564093997751,1.37327557435542,0.2552091107095,0.507675285053985,"Not DE"
"IRF6",0.883486037372376,-0.266533162813154,1.37293646126575,0.255265870715324,0.507675285053985,"Not DE"
"ANTXR2",-0.232964194865868,6.0050286020655,1.37268004685382,0.255308799729762,0.507675285053985,"Not DE"
"ARPC5",-0.168814669107542,7.92975277992264,1.37266540660821,0.255311251090333,0.507675285053985,"Not DE"
"DNASE1",-0.2065115461549,3.94107523544155,1.37233952160752,0.25536582517528,0.507715653489008,"Not DE"
"ASB6",0.187777603626183,4.90684948539429,1.37195034965954,0.255431017498638,0.507777119327003,"Not DE"
"SPRY4-AS1",0.562524293318573,0.348566515608542,1.37170934587065,0.255471400247957,0.507789255772607,"Not DE"
"POC1B",-0.286027096176658,3.15091721680572,1.37135237217734,0.255531230294349,0.50784003831238,"Not DE"
"KTN1",-0.251037053036507,7.5397987325925,1.37011292788846,0.255739107493491,0.508151461973373,"Not DE"
"ZNF703",0.348711090445242,5.87219693908076,1.37000908170105,0.25575653439135,0.508151461973373,"Not DE"
"SRSF9",-0.20224043019959,6.43781506894604,1.36893848333771,0.255936286707711,0.508440411866438,"Not DE"
"DST",-0.195209531240118,7.72481027927942,1.36852215931222,0.256006231584526,0.508511171184389,"Not DE"
"AC007969",0.374327100970603,4.56888223689364,1.36811054841371,0.25607540915535,0.508556725652978,"Not DE"
"PAMR1",-0.467808168568127,6.14428308172763,1.36797720633923,0.256097824582909,0.508556725652978,"Not DE"
"TPD52",0.454319164843163,1.19952070834204,1.36662547705202,0.256325201251683,0.508874026267242,"Not DE"
"MDH1",-0.16091188394996,7.0775571312576,1.36661887840438,0.256326311867568,0.508874026267242,"Not DE"
"COASY",-0.16281213045208,5.31891139359508,1.36484777979285,0.256624632081795,0.509220971611379,"Not DE"
"GATA4",0.321333235615966,5.6716896951597,1.36483266946516,0.256627179184095,0.509220971611379,"Not DE"
"PTP4A1P1",-0.944298106014342,-0.510332204730523,1.36482126530293,0.256629101571135,0.509220971611379,"Not DE"
"UXS1",-0.233196841634203,5.90478037359584,1.36471447535801,0.256647103946775,0.509220971611379,"Not DE"
"RPL7P19",0.394718932934133,0.63039715589005,1.36456120842512,0.256672944175926,0.509220971611379,"Not DE"
"JMJD1C",-0.212222563042968,5.29141075129659,1.36426736128225,0.25672249520173,0.50925107711816,"Not DE"
"PSMA2P3",-0.611313156669534,1.59940594863442,1.36382654944035,0.256796852103858,0.509285484337698,"Not DE"
"JTB",-0.381369108743325,3.57658624131704,1.36375693230997,0.256808597813056,0.509285484337698,"Not DE"
"KCND3",-0.449994800393563,1.39217135815232,1.36304356255278,0.256928997045892,0.509443139157116,"Not DE"
"ARAP2",-0.331301416891929,2.51018838934286,1.36287845111185,0.256956874293369,0.509443139157116,"Not DE"
"FOCAD",-0.17081560178438,5.60945049904209,1.36241823290181,0.257034597922579,0.509482974554727,"Not DE"
"HMCES",-0.117827371989359,4.80685665713996,1.36235220945677,0.257045750764279,0.509482974554727,"Not DE"
"CCDC170",0.438313114576805,1.02817049330573,1.36213315470365,0.257082758556632,0.509488158562936,"Not DE"
"LETM1",0.181355584939213,5.89764860892217,1.36154604939019,0.25718198028806,0.509559176145809,"Not DE"
"PRKACA",0.254805246901765,7.02260524928688,1.36144221015021,0.257199534490795,0.509559176145809,"Not DE"
"SPATA5",-0.236931843469913,2.0959491053116,1.36121059501757,0.257238695068556,0.509559176145809,"Not DE"
"SPTLC3",0.294392296061286,2.8776365990913,1.3610237601136,0.257270290057187,0.509559176145809,"Not DE"
"ATP5MC3",0.152781749309657,7.04653501206636,1.36090379847291,0.257290579017865,0.509559176145809,"Not DE"
"NCK2",0.245112781359864,5.52865005022514,1.36063602306748,0.257335875075278,0.509580758369893,"Not DE"
"PI4KA",-0.127344709247287,6.68100566506513,1.35948775410646,0.257530230871209,0.509897465935055,"Not DE"
"ZFAND4",-0.325723879612074,1.2602804138966,1.35843337281369,0.257708864219988,0.510182963324188,"Not DE"
"TBC1D10B",0.191383446111592,5.96853058385751,1.35813244232379,0.257759877585767,0.510215770517845,"Not DE"
"ZFP90",-0.203962985550694,4.53289679310165,1.35764703853915,0.257842190454311,0.510234769896001,"Not DE"
"SPC24",0.71406620232155,0.238530376476915,1.35760570127409,0.257849201852866,0.510234769896001,"Not DE"
"FBXL3",-0.161236806794881,5.06919763697495,1.35746655884991,0.257872804253501,0.510234769896001,"Not DE"
"SSBP1",0.208947192878114,5.84273235977333,1.35680714603037,0.25798469730435,0.510348058993457,"Not DE"
"CDC25C",0.868529003349179,-0.336675692932412,1.35672177337718,0.257999188478894,0.510348058993457,"Not DE"
"PTPN4",-0.184559007305024,3.32987209420254,1.35652017674131,0.258033411763264,0.510348058993457,"Not DE"
"ZFAND3",0.126873960407521,6.88876754883386,1.35539102718182,0.25822520728792,0.510659220499698,"Not DE"
"TAF12",0.188871440057702,4.37847575256299,1.3551005423639,0.258274578711944,0.510688682466463,"Not DE"
"EEF1GP5",-0.363661736923187,0.0518131251755039,1.35401565891795,0.258459077002302,0.510947476257469,"Not DE"
"IL1A",0.515919357339577,4.87557393968901,1.35389566254797,0.258479494502473,0.510947476257469,"Not DE"
"LINC01133",0.362566709256241,3.3222120036195,1.35372266996176,0.258508933073426,0.510947476257469,"Not DE"
"NUP35",0.2950611297114,2.34967955484377,1.35243726891592,0.258727810308032,0.511311870584736,"Not DE"
"GLB1L",-0.212574436434871,3.2173621314832,1.35090124274738,0.258989681845731,0.5117611240313,"Not DE"
"PIK3R3",0.29341434436453,3.85388994225104,1.34985251884382,0.259168674212262,0.511956287356549,"Not DE"
"GDAP2",-0.256357911232371,3.41602542095012,1.34977349928182,0.259182167539167,0.511956287356549,"Not DE"
"GLMP",0.266456441668255,7.272533846462,1.34971518379827,0.259192126041185,0.511956287356549,"Not DE"
"ADPRHL1",0.360597566341832,0.690522314537694,1.34874807244701,0.259357352129897,0.512159603879043,"Not DE"
"PCGF6",0.259762094167006,2.11151573890213,1.34870797213325,0.259364206041622,0.512159603879043,"Not DE"
"C16orf74",0.302916251616606,3.19193014381471,1.34834480786138,0.259426288567686,0.51221391961105,"Not DE"
"STRN",-0.213733781377279,4.67852651113702,1.34771889855482,0.259533332717664,0.512284713272096,"Not DE"
"ARID4A",-0.236984541623341,3.85685928333768,1.34769663197088,0.259537141854206,0.512284713272096,"Not DE"
"CGAS",-0.251792248126122,1.65074120824055,1.34752861085051,0.259565887526688,0.512284713272096,"Not DE"
"STK26",-0.20536215670935,3.42185849749573,1.34672369023498,0.259703654131402,0.512430519750899,"Not DE"
"CHPF",0.363116239701052,8.50539728213384,1.34664845284773,0.25971653631653,0.512430519750899,"Not DE"
"ARPC5L",0.136539566278729,5.1500554045127,1.34649076714764,0.259743538059235,0.512430519750899,"Not DE"
"SWAP70",0.174729264919264,6.96146381502622,1.34537425916094,0.25993483154199,0.512739626426503,"Not DE"
"SYNE2",0.332182367914567,3.90202083876849,1.34506520105086,0.259987815662696,0.512775862232349,"Not DE"
"EMILIN2",-0.435880082035286,2.98768182343759,1.34454744047178,0.260076610888452,0.512882709491683,"Not DE"
"RPL18AP3",0.515693546896293,5.14083320703948,1.34410342710508,0.260152790202268,0.51296465247656,"Not DE"
"RNA5-8SN3",1.0382381010185,1.33693904967213,1.34381520632655,0.260202255843824,0.512991845902505,"Not DE"
"ARHGEF37",0.227212589224721,4.3198975272493,1.34361956751787,0.260235839203276,0.512991845902505,"Not DE"
"QRFPR",-0.72498888432469,-0.216169936312831,1.3426525443109,0.260401921821717,0.513250940642219,"Not DE"
"VPS41",-0.168755813307155,6.60122444438303,1.34195373687791,0.260522025806908,0.513386370951978,"Not DE"
"C17orf67",0.434182573980596,0.96796100859731,1.34150169373291,0.260599757086327,0.513386370951978,"Not DE"
"TYSND1",0.248246851584738,3.7764293161898,1.34137453065138,0.260621628945961,0.513386370951978,"Not DE"
"CDIP1",0.233590263191671,5.54580264611102,1.34111709417113,0.260665914998231,0.513386370951978,"Not DE"
