"","logFC","logCPM","F","PValue","FDR","Expression"
"THAP3",0.362724589525045,3.57998907374893,5.40185660664084,0.0309183525313622,0.153867408982056,"Not DE"
"AKR1A1",0.352824819965372,6.50409345367997,5.4016667829473,0.0309209718198718,0.153867408982056,"Not DE"
"AGTRAP",0.402239856570527,5.41888625707397,5.39890223262095,0.0309591470298953,0.154005642747102,"Not DE"
"LSR",0.947057910465752,0.894815821454092,5.39703338809856,0.0309849838015703,0.154082427001162,"Not DE"
"PCDH18",-0.591056403800223,2.97580235774565,5.39561235962529,0.0310046458475871,0.154128464290656,"Not DE"
"PHB2",0.311222144195949,7.30766857033999,5.39453169656429,0.0310196078824784,0.154128708446227,"Not DE"
"SOS1",-0.410235653600251,4.96858731222,5.39296218538404,0.0310413526877517,0.154128708446227,"Not DE"
"LRRC37BP1",-0.627145516836292,1.63802343168972,5.39286885137392,0.0310426463278332,0.154128708446227,"Not DE"
"CLCN2",0.56923770114781,1.88667132572827,5.39260440287097,0.0310463120023992,0.154128708446227,"Not DE"
"AC005332",-0.325575216708815,5.19578489756642,5.39065785920389,0.0310733092546002,0.154211056381121,"Not DE"
"STARD10",0.438662142447024,3.59770304464835,5.38745302704643,0.0311178160205586,0.154380216519945,"Not DE"
"TOX4",0.290832174005141,6.09557745846265,5.38211255328014,0.0311921416486271,0.154620588049335,"Not DE"
"UBE2G1",-0.269057480897837,5.10282958419221,5.3820288929845,0.0311933075815207,0.154620588049335,"Not DE"
"KARS1",0.390942237010645,7.25744028797441,5.38108030836517,0.0312065309951847,0.154620588049335,"Not DE"
"ACSF3",0.46718334497356,4.51170658769673,5.38097376486802,0.0312080166239714,0.154620588049335,"Not DE"
"UBE2H",-0.306782387370179,7.99281696609702,5.37939427804687,0.0312300501762022,0.154678021835593,"Not DE"
"PGM5P2",-0.66361678516932,0.414802848762524,5.37693719423877,0.0312643610513856,0.154722779671451,"Not DE"
"FBLN1",-0.78333417284281,5.85288028662426,5.37545598654398,0.0312850653405474,0.154722779671451,"Not DE"
"EHMT2",0.499294756134893,6.40643596740446,5.37474737503659,0.0312949757842427,0.154722779671451,"Not DE"
"ARHGEF18",0.518753439982324,4.81171112627261,5.37473014714499,0.0312952167729875,0.154722779671451,"Not DE"
"TXNDC12",0.538261173877311,2.83669868104369,5.37454914261313,0.0312977488438415,0.154722779671451,"Not DE"
"WDR90",0.697044272864056,2.96552819530206,5.37426293184749,0.0313017531170067,0.154722779671451,"Not DE"
"DDAH1",-0.448549786160152,7.70506332399085,5.37019464018974,0.0313587338844759,0.15495272974137,"Not DE"
"STRN4",0.415391484662062,6.56158447351631,5.36738674580188,0.0313981299194662,0.155080839433308,"Not DE"
"SNHG7",0.610394341527486,4.88356485845677,5.36685496930358,0.031405597293096,0.155080839433308,"Not DE"
"NDUFB6",0.400109611319318,5.36874478039871,5.36410915923501,0.0314441868263607,0.155183830471993,"Not DE"
"BTN2A2",-0.323218404163789,4.24324182730821,5.36388033800893,0.0314474050949725,0.155183830471993,"Not DE"
"INF2",0.454298249775331,7.3778316346686,5.36296450612418,0.0314602895952739,0.155187216317393,"Not DE"
"FNDC3B",-0.319902908593341,8.09863259053526,5.36232827436971,0.0314692440220649,0.155187216317393,"Not DE"
"APOE",-1.35023570065418,2.35231222804043,5.36102074528758,0.0314876554519713,0.155187216317393,"Not DE"
"EFR3A",-0.521853669084839,5.99841492838614,5.35988938492498,0.031503596074595,0.155187216317393,"Not DE"
"MAP4K3-DT",-0.310500325409402,3.26206993238681,5.35984886662792,0.0315041671380356,0.155187216317393,"Not DE"
"AP5S1",0.314205928600512,4.07410940512498,5.35891744020082,0.0315172978601938,0.155187216317393,"Not DE"
"ZNF706",0.281174120048052,5.10218988374454,5.35862504097633,0.0315214212163518,0.155187216317393,"Not DE"
"UCP2",-0.717827279118458,1.70186786758222,5.35719963134995,0.031541530807545,0.155212571903632,"Not DE"
"FABP5",0.58566599674014,3.25894479957766,5.35677486033925,0.0315475262590681,0.155212571903632,"Not DE"
"RCCD1",0.3685955414106,3.43800367487722,5.35504042603311,0.0315720204094145,0.15525988109115,"Not DE"
"ALG2",-0.282702200210918,5.34231768629618,5.35423861348245,0.0315833510988596,0.15525988109115,"Not DE"
"PLEKHO2",0.333601243295774,6.00184393119371,5.35386842728386,0.0315885838807025,0.15525988109115,"Not DE"
"FAM160A2",0.399405940450559,4.43065146736612,5.3509091259007,0.0316304505031646,0.155331823632824,"Not DE"
"ZNF518B",-0.347846688338259,4.44656154461072,5.35078713541199,0.0316321777072803,0.155331823632824,"Not DE"
"IMPDH2",0.290665964307522,7.09833100561948,5.35061059399794,0.0316346774605258,0.155331823632824,"Not DE"
"DNAJC18",-0.314001882213864,3.94402805345813,5.34924630377318,0.0316540027877961,0.155375214479262,"Not DE"
"TMEM237",-0.415093350065085,5.16932446292242,5.34733482566577,0.0316811015775181,0.155456720360832,"Not DE"
"CITED4",0.793271767503988,1.67289455535549,5.34402693009276,0.0317280592778834,0.155635586139922,"Not DE"
"AC009093",-0.637631804528796,2.0055080982641,5.33888178594119,0.0318012545754654,0.155870766071437,"Not DE"
"WBP11",0.227957992374454,5.64696706483557,5.33854360609063,0.0318060722446632,0.155870766071437,"Not DE"
"CACTIN",0.541826647122874,4.77325185380449,5.33839372642001,0.0318082076765429,0.155870766071437,"Not DE"
"NADK",0.418721623701437,6.08766055327631,5.33770020986211,0.0318180907654937,0.155870766071437,"Not DE"
"SYPL1",-0.30432631158338,6.003222812166,5.33687369068839,0.0318298737741736,0.155876942178713,"Not DE"
"RPL13A",0.354720837945793,10.8543334497568,5.33393212164498,0.0318718494165201,0.156030924407247,"Not DE"
"KLC2",0.477054757436555,5.85907808857002,5.33005517819166,0.0319272684431509,0.156238462860131,"Not DE"
"RTN2",0.402767242485556,4.62464375584146,5.329154468473,0.0319401592642913,0.156238462860131,"Not DE"
"SENP2",-0.310436771255737,4.85868584676743,5.32875470240603,0.0319458825437652,0.156238462860131,"Not DE"
"NUB1",0.240372395241793,5.70119345090546,5.32797612364789,0.0319570324553323,0.156241412143001,"Not DE"
"PITPNC1",0.552305233278005,2.71106494801868,5.32672859988595,0.0319749072464466,0.156277227300845,"Not DE"
"SUPT3H",0.441177607232408,3.07648214753912,5.32567297212729,0.0319900413523464,0.156299628164136,"Not DE"
"TOR1AIP1",-0.251379565419268,5.68672568511767,5.32417779885155,0.0320114909245156,0.156300582158011,"Not DE"
"NUP43",-0.389591141005093,4.26669454701658,5.32380352334244,0.0320168627829964,0.156300582158011,"Not DE"
"SLC25A43",-0.306130622208819,4.40757100294596,5.32321192712818,0.0320253558589215,0.156300582158011,"Not DE"
"ALDH1A2",-0.581533141247257,2.77887175966326,5.32271860198398,0.0320324400858458,0.156300582158011,"Not DE"
"SLC2A9",-0.710669015042369,1.73529626566603,5.32024306971652,0.0320680159223341,0.156422649941869,"Not DE"
"USF2",0.36988457143272,6.33014170408356,5.31899994171275,0.0320858977680493,0.15645835731925,"Not DE"
"FAS",-0.378195642279299,4.86390143539132,5.31824515549379,0.0320967605420811,0.156459825821122,"Not DE"
"CTC1",-0.373399087775142,3.15380972152262,5.31488600741767,0.0321451554477315,0.156644188421939,"Not DE"
"TMEM39A",-0.361662854505043,4.8686211324443,5.3139265516829,0.0321589933953862,0.156660088181273,"Not DE"
"SPIN1",-0.375999960679534,5.77405795927324,5.31170924837874,0.0321909987226899,0.156764449401028,"Not DE"
"C8orf88",-0.559896475333244,2.71999821964722,5.30772506013418,0.0322485985564292,0.156946154194041,"Not DE"
"SIL1",0.384231697234953,6.3825330165101,5.30766276950954,0.0322495000247509,0.156946154194041,"Not DE"
"UNC5C",-0.829087930448494,0.682779361585722,5.30662235241727,0.0322645611337347,0.156967884609244,"Not DE"
"TRIM37",-0.373221976394993,6.11247004357623,5.30103128879273,0.0323456340775198,0.157268386201065,"Not DE"
"PLGRKT",0.487228192775381,3.18578008293978,5.30089857579647,0.0323475612768088,0.157268386201065,"Not DE"
"AMOT",-0.416162705758169,3.31291564610958,5.29994104677713,0.0323614699430004,0.157284388364701,"Not DE"
"INHBE",-2.40043221079933,2.06868445494854,5.29841774559854,0.0323836107386691,0.157340377003163,"Not DE"
"DOHH",0.595029714350155,3.76856817812195,5.29252249222082,0.0324694585613924,0.157705757091301,"Not DE"
"RNF111",-0.261468854476191,5.24928730165975,5.28825111892981,0.0325318201585553,0.157939760005788,"Not DE"
"ADTRP",0.889578581022567,1.44121420637379,5.28776270410422,0.0325389596015704,0.157939760005788,"Not DE"
"HARS1",0.271744770814791,6.54032360551849,5.28596204037228,0.0325652962839637,0.158015820226216,"Not DE"
"SLC7A5",0.790344930010597,8.23386070339405,5.28436910759602,0.0325886148004509,0.158077190456411,"Not DE"
"GNAS-AS1",0.819228088355012,-0.156937818423438,5.28264471350967,0.0326138790634004,0.158147955628548,"Not DE"
"TAOK2",0.428925490491296,6.82759458198274,5.27450934267741,0.0327333707688643,0.158675443249331,"Not DE"
"MRPL37",0.316129525780227,6.56118627487262,5.2695897129452,0.0328058704913656,0.15897486603176,"Not DE"
"SLC27A4",0.336003896801014,5.7097342648638,5.26518984400164,0.0328708647015117,0.159237733710986,"Not DE"
"DNHD1",-0.684218506470174,2.0940274994648,5.2634783209539,0.0328961864611897,0.159308305405709,"Not DE"
"TXNL4A",0.326323605370041,6.38343751288606,5.26228705331752,0.0329138241525681,0.159320545096827,"Not DE"
"RELA",0.295521860469466,6.66799476435393,5.26185502453013,0.0329202233388273,0.159320545096827,"Not DE"
"WDR26",-0.241760493656144,6.90508985014223,5.26063494836382,0.0329383026504371,0.159355981536112,"Not DE"
"QSOX2",-0.532265645001329,5.11566230914379,5.25636243762783,0.0330017022124852,0.159517426172491,"Not DE"
"NUMA1",0.291130329259491,7.38163945084876,5.25591382529044,0.0330083671634191,0.159517426172491,"Not DE"
"NDUFB4",0.44278604265695,5.57428852728145,5.25576092117463,0.0330106391801598,0.159517426172491,"Not DE"
"FGGY",0.544232465298521,3.0621926885452,5.25548465164736,0.0330147447444888,0.159517426172491,"Not DE"
"MIRLET7A1HG",-0.506111251116605,1.39469338059936,5.25295698687859,0.03305233453461,0.159646978740043,"Not DE"
"COL8A1",-0.525282788176492,9.08002002671838,5.2499845063969,0.0330966013864801,0.159808687398734,"Not DE"
"HK1",0.303914371617875,8.51603778818664,5.24842863342555,0.0331197985757697,0.159868587846677,"Not DE"
"TM6SF1",-1.53591937405703,3.00676259247728,5.24650658386948,0.0331484806889345,0.1599549162625,"Not DE"
"LINC00862",-1.48627679501097,-0.341446618058462,5.2436201442226,0.0331916069581022,0.160110864694668,"Not DE"
"STOML1",0.534936531040416,4.78293555656384,5.24090819268681,0.0332321841308187,0.160153561572572,"Not DE"
"MEGF9",-0.354051581859765,4.39065408826756,5.23973972272872,0.0332496845119032,0.160153561572572,"Not DE"
"PNMA1",0.321506461621053,5.75387893218124,5.23925435380063,0.0332569570374841,0.160153561572572,"Not DE"
"NELFA",0.565565111935546,3.87286444845318,5.23865755151179,0.0332659016954536,0.160153561572572,"Not DE"
"BBC3",0.749041283347904,4.34180266990923,5.23841555837942,0.033269529378128,0.160153561572572,"Not DE"
"KAT2B",-0.530052700597203,3.79394331023973,5.23656170075475,0.0332973351536973,0.160153561572572,"Not DE"
"BX890604",-0.708859314893383,2.98217388695193,5.23607067037702,0.033304704466268,0.160153561572572,"Not DE"
"SFRP1",-0.345543195684119,5.04451793761536,5.23606371508228,0.0333048088635935,0.160153561572572,"Not DE"
"DOCK10",-0.691491072798991,4.42423630724841,5.23596372542709,0.0333063097255997,0.160153561572572,"Not DE"
"ANKRD40",-0.284857362977118,5.28585448682122,5.23574871998374,0.0333095372540334,0.160153561572572,"Not DE"
"AHCTF1",-0.307599406729086,4.79604602916408,5.23509326349956,0.033319378747581,0.160153561572572,"Not DE"
"LRSAM1",0.30775419358941,4.42902253092487,5.23264410202994,0.0333561813801357,0.160278453118823,"Not DE"
"KPTN",0.459161594698805,3.1356298860567,5.22883380090302,0.033413528956939,0.160450824288589,"Not DE"
"HLA-E",0.521542098565663,8.21841664850981,5.22882136707173,0.0334137162771902,0.160450824288589,"Not DE"
"SEC63",-0.435485571775459,6.34039023165565,5.22107973625575,0.0335305781626702,0.160928785622548,"Not DE"
"PURB",-0.328825516899764,5.3681233462242,5.22068617510548,0.0335365314276889,0.160928785622548,"Not DE"
"UBQLN4",0.237942337415896,5.38526645930955,5.21995870816098,0.0335475387250234,0.160928785622548,"Not DE"
"CEBPZOS",-0.32707809739163,4.71437272389769,5.21873807765397,0.0335660172760677,0.160928785622548,"Not DE"
"AL356488",0.716619133477887,1.1801727748941,5.21863569801676,0.0335675676774452,0.160928785622548,"Not DE"
"CDK11B",0.266274516741452,4.79260432977726,5.2162666614324,0.0336034662134379,0.161048770134542,"Not DE"
"EXTL1",-1.00012651596048,2.84975383678682,5.21421555164638,0.0336345822776727,0.161145763862045,"Not DE"
"CIR1",0.729896377272456,4.63806361668566,5.21044267083106,0.0336919035302204,0.161272419859967,"Not DE"
"LIMS2",-0.634709331762733,5.8217132333246,5.20968037552063,0.0337034984967823,0.161272419859967,"Not DE"
"ZFP91",-0.277500144594218,5.73162620436445,5.20917972658932,0.0337111161261493,0.161272419859967,"Not DE"
"LMCD1",-0.559593667295426,6.83385611673063,5.20833419759472,0.033723985712827,0.161272419859967,"Not DE"
"SMIM10",0.512703285597418,1.97345304441701,5.2080256756331,0.0337286830353906,0.161272419859967,"Not DE"
"CLSTN3",-0.537529142266131,5.58019737831304,5.20793277118027,0.0337300976737394,0.161272419859967,"Not DE"
"PUM2",-0.376677728844549,5.8634728095711,5.20746485838924,0.0337372235146508,0.161272419859967,"Not DE"
"RPL29",0.642778335732703,8.85573013401151,5.20485958170286,0.0337769304660826,0.161410144491789,"Not DE"
"AC139887",-0.611110623909782,1.14791531093918,5.20089949776517,0.0338373874817784,0.161646906854262,"Not DE"
"PCID2",-0.329236846279613,4.7600681692623,5.19738827407401,0.033891094524902,0.161851281203062,"Not DE"
"SEPTIN9",0.613875401137544,8.50031929408238,5.19550411230152,0.0339199541525957,0.161917364118943,"Not DE"
"CSNK1E",0.344614596271303,6.01408284602248,5.19505794846485,0.0339267921037666,0.161917364118943,"Not DE"
"CASP6",0.371835610214546,3.74890004558533,5.19396183683712,0.0339435978545081,0.161945397300059,"Not DE"
"ALDOA",0.54536145883095,5.93672414214847,5.18960696656651,0.0340104606706241,0.162210064935211,"Not DE"
"ARVCF",0.694428574700158,4.04234156447649,5.18892326423307,0.0340209714968072,0.162210064935211,"Not DE"
"SLIT3",-0.822449562842508,7.96932203197122,5.18811995192122,0.0340333258393369,0.162216759647341,"Not DE"
"IPO11",-0.306776847771129,4.06158241476323,5.18147537567313,0.0341357096764082,0.162625644105197,"Not DE"
"SLC35A1",-0.535592681283275,1.93320281043719,5.18076141494961,0.0341467315932028,0.162625644105197,"Not DE"
"NF1",-0.37616046033782,6.08937719646563,5.1797069080862,0.0341630181419897,0.162625644105197,"Not DE"
"VPS54",-0.38501664319488,4.16792900741898,5.17970667344494,0.0341630217669348,0.162625644105197,"Not DE"
"DNAJC30",0.480906017983362,4.05585220934497,5.17799608967133,0.0341894599656633,0.162645787388,"Not DE"
"DOCK2",-1.04631512248455,0.469292549963839,5.17789657710084,0.034190998711717,0.162645787388,"Not DE"
"C5orf51",-0.357594757736494,4.7581994687662,5.17730221410456,0.0342001908811679,0.162645787388,"Not DE"
"CTNNB1",-0.348776873161154,8.08261144487796,5.17581923462456,0.0342231382391481,0.162702686095873,"Not DE"
"NRBP2",0.399829073921767,6.08179179477038,5.17342746082285,0.0342601849036311,0.162796631868162,"Not DE"
"PACSIN3",0.62606203977762,5.39654673240756,5.1731246982732,0.0342648776944058,0.162796631868162,"Not DE"
"SBF1",0.437962793222309,7.27300131179342,5.17216638521074,0.0342797362602115,0.162805213417344,"Not DE"
"CLGN",-1.2038970049847,1.23765214989865,5.17159082261452,0.0342886638222029,0.162805213417344,"Not DE"
"MEIS3P2",1.11723594922486,0.276621207533761,5.16931933253729,0.0343239226839058,0.162906178455482,"Not DE"
"MAST2",0.294513341980521,6.48506889502569,5.16880437347569,0.0343319217725135,0.162906178455482,"Not DE"
"LRRC59",0.299057413421637,8.17644117776538,5.16679715444326,0.0343631209800977,0.163002009029513,"Not DE"
"KLHL26",0.513795075092525,2.9750497239068,5.16530623630406,0.0343863158704652,0.163059821800599,"Not DE"
"SUZ12",-0.313548457608337,4.68408429414303,5.16404934441723,0.0344058836983486,0.163100403554348,"Not DE"
"ITPRIP",-0.402114819733604,5.79525017515425,5.16263234823542,0.0344279592388157,0.163149980952729,"Not DE"
"PARP3",0.567266196248992,4.70434997005516,5.16196455279969,0.0344383684649104,0.163149980952729,"Not DE"
"GSTO1",0.507981692256621,6.82187569206754,5.16005849570353,0.0344680986616775,0.163238623265374,"Not DE"
"RRAD",0.763020742133939,2.49573981448421,5.15762724583862,0.0345060629227069,0.163366192437514,"Not DE"
"ATE1",-0.332270428681107,3.95607099309459,5.15690684439496,0.0345173211821309,0.163367283064565,"Not DE"
"MSANTD4",-0.346546309251097,4.60289463256473,5.15381585184182,0.0345656737602936,0.163543880895877,"Not DE"
"UBXN7",-0.35429040179692,4.86399588209216,5.15248430401183,0.0345865269054539,0.163572534851667,"Not DE"
"TMEM65",-0.380564771880798,3.58747007596449,5.15201924996724,0.0345938133988303,0.163572534851667,"Not DE"
"PGS1",0.269085123706288,4.43404151575506,5.14778133012125,0.0346602936314682,0.163834585148874,"Not DE"
"CLASRP",0.500690498010782,4.3596401494928,5.14294318434979,0.0347363667664477,0.16414179817485,"Not DE"
"PALB2",-0.329798509550504,3.47318650240369,5.1394412742257,0.0347915475690823,0.164350122987368,"Not DE"
"GCOM2",-1.41348009207884,-0.197436609710679,5.13795583376282,0.0348149841852562,0.164408407944018,"Not DE"
"THAP9-AS1",-0.624564468143845,3.26177864098981,5.1363363254309,0.0348405564666118,0.164476737889225,"Not DE"
"LINC02802",0.899481761959166,1.12683972130419,5.13485041142722,0.0348640380121438,0.164511322157326,"Not DE"
"INHA",1.07137125475419,-0.118062664055468,5.13446746154615,0.0348700925863374,0.164511322157326,"Not DE"
"WAC",-0.302216750249434,6.58681053246439,5.13030969618367,0.0349359051492243,0.164761850525205,"Not DE"
"CRYBG3",-0.410481766856592,4.36086618496356,5.12970811930495,0.0349454390677868,0.164761850525205,"Not DE"
"SLC2A13",-0.421973691902224,3.3307325711725,5.12673445697675,0.0349926096647624,0.164890397286411,"Not DE"
"MAP3K11",0.562539653819027,6.22251766091076,5.12655654956082,0.034995434062233,0.164890397286411,"Not DE"
"GDPD1",-0.588191020848328,1.51331347315009,5.12588513443023,0.0350060955491941,0.164890397286411,"Not DE"
"HBS1L",-0.317850211347325,5.6210544910832,5.12381834252033,0.0350389375326886,0.164992632107199,"Not DE"
"CUTALP",-0.470116924456925,2.91504531992725,5.11942512586041,0.0351088633002739,0.165268918706971,"Not DE"
"ZBTB44",-0.488282850021931,4.17121739597767,5.11873111759188,0.0351199241318715,0.165268918706971,"Not DE"
"MAVS",0.243096514833098,7.07198966446235,5.11653763491041,0.0351549089933656,0.16538101677603,"Not DE"
"TATDN2",-0.269594237668014,3.90682001554592,5.11565820208175,0.0351689465704706,0.165388079351254,"Not DE"
"GNL1",0.331024608791663,6.05470346462477,5.11504496337441,0.0351787388980559,0.165388079351254,"Not DE"
"B9D2",0.645232519352159,2.23958190305842,5.11327163379591,0.0352070732123215,0.165468776195219,"Not DE"
"CAPS",0.839228805673323,1.26377026992475,5.1109096680551,0.0352448529819591,0.165542375378383,"Not DE"
"SHISA4",0.485868551338162,5.47570480458134,5.11006738968595,0.0352583363909628,0.165542375378383,"Not DE"
"GEM",-0.706806657652091,4.57060591759229,5.10989219912313,0.0352611416215881,0.165542375378383,"Not DE"
"CHTF8",0.688149986727346,0.715702728220186,5.10946057414066,0.0352680540765386,0.165542375378383,"Not DE"
"PCDHGA9",-1.05306977918436,0.937524346349427,5.10880183857699,0.0352786066605612,0.165542375378383,"Not DE"
"MINAR1",-0.621171316507516,0.818219846487442,5.10264318275822,0.0353774384225034,0.165908412674049,"Not DE"
"NOLC1",0.281123907606746,6.37678873566784,5.10254531804445,0.035379011451149,0.165908412674049,"Not DE"
"VKORC1L1",-0.23170958703558,5.51281933240045,5.10155893183141,0.0353948705623008,0.165930257123394,"Not DE"
"SHKBP1",0.482320486888705,5.89922354115166,5.10057340334939,0.035410723937084,0.165952060868068,"Not DE"
"FP236241",-1.30044023756732,1.21379516803854,5.09968573195341,0.0354250100617065,0.16596650823976,"Not DE"
"MLEC",-0.339741714372321,7.56118786031087,5.09763067715513,0.0354581090740481,0.166069057168179,"Not DE"
"SLC22A18",0.666320938797772,3.64112461657758,5.09423729154595,0.0355128402593929,0.166272824147486,"Not DE"
"NSD3",-0.321673425923968,5.57643133659331,5.09182525742448,0.0355518017103405,0.166402651038542,"Not DE"
"CHST15",-0.403422547428995,4.45855622678365,5.09104367326924,0.0355644369957544,0.166409213409699,"Not DE"
"PRPF39",-0.408291388760681,4.25187523160155,5.08888540899202,0.0355993545031008,0.166519999245007,"Not DE"
"SPTBN2",0.472334304989023,2.84886160105708,5.08404039544469,0.0356778813663854,0.166824924144996,"Not DE"
"NCK1",-0.349272359530901,4.27583063757359,5.08347455111532,0.0356870652501344,0.166824924144996,"Not DE"
"SEMA4G",-0.656136036814628,2.35773283639182,5.08174755732573,0.0357151116515388,0.166903364039715,"Not DE"
"SLC39A10",-0.568462545604575,4.61303744489086,5.07925896567994,0.0357555704048682,0.16703974139947,"Not DE"
"SGF29",0.543707958567873,2.336780604797,5.07661261129868,0.0357986510767314,0.167188277758732,"Not DE"
"ACYP2",0.539150717654093,2.36300499463525,5.07350797131624,0.0358492673901224,0.167362823993923,"Not DE"
"CCDC15",0.964557123546674,0.139356183079168,5.07268181310863,0.035862750287241,0.167362823993923,"Not DE"
"SHLD2",-0.409812796093988,4.00781974135116,5.07121181723814,0.0358867548406855,0.167362823993923,"Not DE"
"AL354685",-1.32679119812019,0.241921362777041,5.07099548851737,0.0358902889568344,0.167362823993923,"Not DE"
"SNHG9",1.20356298240729,1.43510129068749,5.07085934623805,0.0358925132866677,0.167362823993923,"Not DE"
"CERS4",0.764838872324145,3.03198339918922,5.06913515767959,0.0359206970904989,0.167441537664773,"Not DE"
"CTNND1",-0.511259639014889,3.23657621087931,5.06562451070422,0.035978160222731,0.167633975162341,"Not DE"
"STAT2",-0.395819643968173,6.97514539090471,5.06523074852195,0.0359846119222522,0.167633975162341,"Not DE"
"COPB1",-0.378338200372172,7.71773357706199,5.06408998678224,0.0360033104437059,0.167668356149971,"Not DE"
"MCU",-0.345495063702051,5.4830055659023,5.0617426275688,0.0360418213131987,0.167757769659116,"Not DE"
"ZNF770",-0.447734142308119,4.6141414612929,5.06153933796487,0.0360451586894131,0.167757769659116,"Not DE"
"PTPRU",-0.390079202578474,4.33417825659387,5.06078733421609,0.0360575072752044,0.167762535419246,"Not DE"
"RTN3",-0.223717784432632,6.91618813617473,5.05980849631393,0.0360735878759501,0.167784656450338,"Not DE"
"PLS1",-0.549803646587803,1.74056833553514,5.0581651450901,0.0361006035765181,0.167857608720194,"Not DE"
"TMEM79",0.673825986488865,1.06952294166783,5.05626551500714,0.0361318609604547,0.167950231649883,"Not DE"
"TTC21B",-0.350699673921982,3.65347275898463,5.05484764439789,0.0361552112706563,0.168006053878137,"Not DE"
"EEF1AKMT4",0.499704480234303,2.18300263362818,5.05344591551739,0.0361783125845777,0.168060684423937,"Not DE"
"LGR4",-0.44647952570594,5.29515215584616,5.04867536500192,0.0362570596638215,0.168373693372994,"Not DE"
"DPY30",0.412740920980085,4.40213736395963,5.04699862939145,0.0362847835853387,0.168449634607711,"Not DE"
"GPAA1",0.487296011815285,6.65259599929361,5.04582452097487,0.0363042111586031,0.168487025095096,"Not DE"
"UBXN2B",-0.342959294814838,4.08043378106096,5.04342839587647,0.0363438956687349,0.168575551693862,"Not DE"
"NFIC",0.526568212907972,7.12805926392576,5.04329869939171,0.0363460450999186,0.168575551693862,"Not DE"
"PDRG1",0.335685533511055,4.73271715784204,5.04194458124406,0.0363684952196771,0.168621697820777,"Not DE"
"TRIM5",-0.458427633213437,4.32520701303443,5.04132577704858,0.0363787597026598,0.168621697820777,"Not DE"
"KCNE4",-1.07048035621608,2.43917094912051,5.03572205766613,0.036471861876436,0.168905304551294,"Not DE"
"ENOSF1",0.284599649965242,4.22761781789525,5.03567517180189,0.0364726419947678,0.168905304551294,"Not DE"
"ERLIN1",-0.404011359960101,5.65726746062935,5.03466540539018,0.0364894477601225,0.168905304551294,"Not DE"
"DUSP1",-0.438956677666178,6.65821442339468,5.03459939897899,0.0364905466254146,0.168905304551294,"Not DE"
"PCCA-DT",0.506745809172741,1.65377060264395,5.03421455363507,0.0364969542236191,0.168905304551294,"Not DE"
"HYPK",-0.693744123598333,0.389882998758599,5.03082909621628,0.0365533764801377,0.169113591248208,"Not DE"
"GM2A",-0.38272726216733,6.51616025816735,5.02337460782893,0.0366779628491823,0.169563919270972,"Not DE"
"WASHC4",-0.444360273674348,5.78524506211332,5.02322803292316,0.0366804173732755,0.169563919270972,"Not DE"
"RCAN1",-0.543063935126863,5.9823318737935,5.02295129711148,0.0366850520631475,0.169563919270972,"Not DE"
"ZBTB21",-0.382858445298785,3.47684120673587,5.02132106387127,0.0367123682258695,0.169637249812237,"Not DE"
"EYA4",-0.865088443316616,2.4517400399907,5.01644994830728,0.0367941262321855,0.169856811060723,"Not DE"
"ALG8",-0.298907229618085,4.3429741100322,5.0162705143419,0.0367971418409227,0.169856811060723,"Not DE"
"CLTC",-0.305473420265142,9.29480625204973,5.01614423859677,0.03679926422852,0.169856811060723,"Not DE"
"HSD11B1",-1.36151969680513,2.30045890537116,5.01575847396958,0.036805748852769,0.169856811060723,"Not DE"
"ATXN7L2",0.635720766231993,1.87165453006429,5.01191329673243,0.0368704564516495,0.170102442190824,"Not DE"
"KCNK2",0.810811058929633,0.400091642134231,5.00995285965606,0.0369034968769882,0.170201868846732,"Not DE"
"FEZ1",0.296854690044842,6.36941845899375,5.0067150384782,0.0369581394560627,0.170400833458485,"Not DE"
"WDR47",-0.311348202765981,4.76162186523923,5.00492029453585,0.0369884677370672,0.170487604560334,"Not DE"
"OXR1",-0.293978645411928,4.40796168693393,5.00418533924546,0.0370008954513282,0.170491839880552,"Not DE"
"FAAP100",0.466885797268718,5.61329237929207,5.00322640724276,0.0370171176247821,0.170513551148483,"Not DE"
"JARID2",0.333926870329336,4.53943759477397,4.99910282377109,0.037086968030593,0.170782202177558,"Not DE"
"RNF149",-0.30650834025801,4.76200980829008,4.99772266799458,0.0371103802499374,0.170836908956673,"Not DE"
"TEKT4P2",0.41745218502597,4.94776705398493,4.99625455078959,0.0371353030211047,0.170898533381375,"Not DE"
"L3MBTL1",-0.733312601929815,0.400532745174171,4.9924600478213,0.0371998066245861,0.171142215943049,"Not DE"
"WIZ",0.541564221523232,6.58163330778344,4.98981836808841,0.0372447882449034,0.171232229238466,"Not DE"
"PITPNM1",0.493879610985062,5.53808730098015,4.98868914148782,0.0372640351706622,0.171232229238466,"Not DE"
"REEP4",0.574500302314688,4.40355287021432,4.9885028752823,0.0372672110408125,0.171232229238466,"Not DE"
"ARL6IP5",-0.309487266790248,7.12020425576104,4.98799437355362,0.0372758826458101,0.171232229238466,"Not DE"
"EDA",-0.767450332972468,1.1791562346758,4.98791912066234,0.0372771661464865,0.171232229238466,"Not DE"
"ANGPT1",-0.614118056933574,4.32440214281101,4.98701004576139,0.0372926751408646,0.171250368734274,"Not DE"
"TTC38",0.30245164596523,4.55798238498596,4.98602375341755,0.037309509767426,0.17125620631668,"Not DE"
